ID de l'eKanban;Articles;Sebango;Qté d'articles;Statut;Date Time Created;Heure de scan;Poids brut;Utilisateur;Id petit train;Storage bin from;Storage bin to;Ligne de production;Cycle ID;N° de page
1268000000001;1234567890;5707;60;REUSABLE;16.11.2017 10:34:22;Not scanned;9.03 KGM;colinan;trviolet;DA 02;L550;EAGLEEF;;
