ID de l'eKanban;Articles;Sebango;Qté d'articles;Statut;Date Time Created;Heure de scan;Poids brut;Utilisateur;Id petit train;Storage bin from;Storage bin to;Ligne de production;Cycle ID;N° de page
1268000000189;1552170XXX;2170;36;REUSABLE;16.11.2017 17:29:48;14.12.2017 14:24:41;7.4 KGM;colinan;trjaune;G 074;EAGLE;EAGLE;20171214008;
1268000000190;1458801XXX;8801;32;REUSABLE;16.11.2017 17:29:54;14.12.2017 14:24:41;8.448 KGM;colinan;trjaune;G 066;EAGLE;EAGLE;20171214008;
1268000000191;1458799XXX;8799;560;PRINTED;16.11.2017 17:30:00;Not scanned;112.2 KGM;colinan;trjaune;G 014;EAGLE;EAGLE;;
1268000000192;1551857XXX;1857;36;REUSABLE;16.11.2017 17:30:06;14.12.2017 14:24:41;7.955 KGM;colinan;trjaune;G 072;EAGLE;EAGLE;20171214008;
1268000000193;1655605XXX;5605;36;REUSABLE;16.11.2017 17:30:12;14.12.2017 14:24:41;7.215 KGM;colinan;trjaune;G 068;EAGLE;EAGLE;20171214008;
1268000000194;E4055506;5506;250;PRINTED;16.11.2017 17:30:18;Not scanned;139.305 KGM;colinan;trjaune;F 079;EAGLE;EAGLE;;
1268000000195;E4055505;5505;250;PRINTED;16.11.2017 17:30:24;Not scanned;139.556 KGM;colinan;trjaune;F 077;EAGLE;EAGLE;;
1268000000196;E4053804;3804;25;PRINTED;16.11.2017 17:30:31;Not scanned;6.11 KGM;colinan;trjaune;F 111;EAGLE;EAGLE;;
1268000000197;1508638;8638;45;PRINTED;16.11.2017 17:30:37;Not scanned;7.82 KGM;colinan;trjaune;DI 24;EAGLE;EAGLE;;
1268000000198;E4044147;4147;45;PRINTED;16.11.2017 17:30:43;Not scanned;8.28 KGM;colinan;trjaune;F 109;EAGLE;EAGLE;;
1268000000199;E4056143XXX;6143;18;PRINTED;16.11.2017 17:30:49;Not scanned;7.6 KGM;colinan;trjaune;F 069;EAGLE;EAGLE;;
1268000000200;E4051755;1755;25;PRINTED;16.11.2017 17:30:56;Not scanned;6.812 KGM;colinan;trjaune;F 103;EAGLE;EAGLE;;
1268000000201;E4044392;4392;25;PRINTED;16.11.2017 17:31:02;Not scanned;7.722 KGM;colinan;trjaune;F 097;EAGLE;EAGLE;;
1268000000202;E4073231;3231;60;REUSABLE;16.11.2017 17:31:09;05.12.2017 16:40:00;10.553 KGM;colinan;trjaune;F 063;EAGLE;EAGLE;20171205018;
1268000000203;E4043230;3230;16;PRINTED;16.11.2017 17:31:15;Not scanned;10.591 KGM;colinan;trjaune;DK 033;JLR;EAGLE;;
1268000000204;E4059164;9164;20;PRINTED;16.11.2017 17:31:21;Not scanned;9.24 KGM;colinan;trjaune;E 023;JLR;EAGLE;;
1268000000205;E4059165;9165;20;PRINTED;16.11.2017 17:31:28;Not scanned;10.08 KGM;colinan;trjaune;E 025;JLR;EAGLE;;
1268000000206;E4053681;3681;20;PRINTED;16.11.2017 17:31:35;Not scanned;8.4 KGM;colinan;trjaune;F 119;JLR;EAGLE;;
1268000000207;1385905XXX;5905;32;PRINTED;16.11.2017 17:31:41;Not scanned;10.89 KGM;colinan;trjaune;F 105;JLR;EAGLE;;
1268000000208;E4074580;4580;10;PRINTED;16.11.2017 17:31:48;Not scanned;7.227 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000209;E4070280;280;21;REUSABLE;16.11.2017 17:31:54;22.12.2017 17:31:41;9.68 KGM;colinan;trjaune;G 096;JLR;EAGLE;20171222003;
1268000000210;E4070281;281;21;REUSABLE;16.11.2017 17:32:01;22.12.2017 18:49:46;9.68 KGM;colinan;trjaune;G 098;JLR;EAGLE;20171222004;
1268000000211;1548886;8886;20;PRINTED;16.11.2017 17:32:08;Not scanned;9.324 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000212;1450775;775;20;PRINTED;16.11.2017 17:32:14;Not scanned;9.324 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000213;1458788XXX;8788;18;REUSABLE;16.11.2017 17:32:21;21.12.2017 19:28:22;6.27 KGM;colinan;trjaune;G 012;JLR;EAGLE;20171221007;
1268000000214;E4070286;286;580;REUSABLE;16.11.2017 17:32:28;11.12.2017 08:28:03;9.877 KGM;colinan;trjaune;E 042;JLR;EAGLE;20171211003;
1268000000215;E4076458;6458;600;PRINTED;16.11.2017 17:32:34;Not scanned;224.173 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000216;E4072227;2227;672;PRINTED;16.11.2017 17:32:41;Not scanned;67.3 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000217;E4076457;6457;600;PRINTED;16.11.2017 17:32:48;Not scanned;224.173 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000218;1345028XXH;5028;12;REUSABLE;16.11.2017 17:32:55;22.12.2017 10:25:11;6.5 KGM;colinan;trviolet;G 020;SCRE6;EAGLE;20171222008;
1268000000219;E4055504;5504;225;PRINTED;16.11.2017 17:33:02;Not scanned;164.98 KGM;colinan;trjaune;F 075;EAGLE;EAGLE;;
1268000000220;1641388XXX;1388;110;REUSABLE;16.11.2017 17:33:09;20.12.2017 07:40:50;9.213 KGM;colinan;trviolet;F 017;SCR E6;EAGLE;20171220018;
1268000000221;1384052XXF;4052;14;REUSABLE;16.11.2017 17:33:16;23.12.2017 03:30:47;11.25 KGM;colinan;trviolet;G 018;SCR E6;EAGLE;20171223006;
1268000000222;1160014XXX;14;85;PRINTED;16.11.2017 17:33:23;Not scanned;10.32 KGM;colinan;trjaune;;T7 DW10;EAGLE;;
1268000000223;1160009XXX;9;70;PRINTED;16.11.2017 17:33:30;Not scanned;11.36 KGM;colinan;trjaune;;T7 DW10;EAGLE;;
1268000000224;1160064XXX;64;50;PRINTED;16.11.2017 17:33:37;Not scanned;13.872 KGM;colinan;trjaune;;T7 DW10;EAGLE;;
1268000000225;1162639XXX;2639;350;PRINTED;16.11.2017 17:33:44;Not scanned;15.093 KGM;colinan;trjaune;;T7 DW10;EAGLE;;
1268000000226;1162573XXX;2573;40;PRINTED;16.11.2017 17:33:51;Not scanned;7.585 KGM;colinan;trjaune;;T7 DW10;EAGLE;;
1268000000227;E4072226;2226;600;PRINTED;16.11.2017 17:33:58;Not scanned;221.769 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000228;1697777XXX;7777;160;PRINTED;16.11.2017 17:34:05;Not scanned;78.085 KGM;colinan;trjaune;;ICEMI 0;EAGLE;;
1268000000229;9624037180;371;100;PRINTED;16.11.2017 17:34:13;Not scanned;10.706 KGM;colinan;trjaune;DE 43;SYNCHRONE;EAGLE;;
1268000000230;9624037280;372;100;REUSABLE;16.11.2017 17:34:20;22.12.2017 23:58:11;7.07 KGM;colinan;trorange;E 050;SYNCHRONE;EAGLE;20171222009;
1268000000231;9624037080;370;100;REUSABLE;16.11.2017 17:34:27;22.12.2017 23:58:11;10.807 KGM;colinan;trorange;F 007;SYNCHRONE;EAGLE;20171222009;
1268000000232;9657300280;3002;20;PRINTED;16.11.2017 17:34:35;Not scanned;6.363 KGM;colinan;trjaune;F 110;SYNCHRONE;EAGLE;;
1268000000233;9684897080;8970;20;PRINTED;16.11.2017 17:34:42;Not scanned;2.31 KGM;colinan;trjaune;;SYNCHRONE;EAGLE;;
1268000000234;9684896780;8967;25;REUSABLE;16.11.2017 17:34:49;06.12.2017 03:47:14;2.86 KGM;colinan;trorange;DA 14;SYNCHRONE;EAGLE;20171206003;
1268000000235;9681088880;888;50;PRINTED;16.11.2017 17:34:56;Not scanned;0 KGM;colinan;trjaune;DF 43;SYNCHRONE;EAGLE;;
1268000000236;9654963780;9637;50;REUSABLE;16.11.2017 17:35:04;15.12.2017 03:01:08;0 KGM;colinan;trorange;DF 21;SYNCHRONE;EAGLE;20171215003;
1268000000237;9654964080;9640;25;PRINTED;16.11.2017 17:35:11;Not scanned;5.928 KGM;colinan;trjaune;F 112;SYNCHRONE;EAGLE;;
1268000000238;9655403780;4037;45;PRINTED;16.11.2017 17:35:19;Not scanned;6.9 KGM;colinan;trjaune;;SYNCHRONE;EAGLE;;
1268000000239;9655403980;4039;60;PRINTED;16.11.2017 17:35:26;Not scanned;8.54 KGM;colinan;trjaune;;SYNCHRONE;EAGLE;;
1268000000240;9675078380;783;70;REUSABLE;16.11.2017 17:35:34;21.12.2017 13:29:05;7.739 KGM;colinan;trorange;F 106;SYNCHRONE;EAGLE;20171221019;
1268000000241;9674551780;5517;70;PRINTED;16.11.2017 17:35:42;Not scanned;7.313 KGM;colinan;trjaune;;SYNCHRONE;EAGLE;;
1268000000242;9674325280;3252;80;REUSABLE;16.11.2017 17:35:49;21.12.2017 13:29:04;8.262 KGM;colinan;trorange;F 001;SYNCHRONE;EAGLE;20171221019;
1268000000243;9674325180;3251;108;REUSABLE;16.11.2017 17:35:57;21.12.2017 13:29:04;9.701 KGM;colinan;trorange;F 003;SYNCHRONE;EAGLE;20171221019;
1268000000244;9656809380;8093;45;PRINTED;16.11.2017 17:36:05;Not scanned;7.82 KGM;colinan;trjaune;;SYNCHRONE;EAGLE;;
1268000000245;9658342780;3427;45;PRINTED;16.11.2017 17:36:13;Not scanned;7.82 KGM;colinan;trjaune;F 116;SYNCHRONE;EAGLE;;
1268000000246;9658492980;4929;60;PRINTED;16.11.2017 17:36:20;Not scanned;9.76 KGM;colinan;trjaune;F 114;SYNCHRONE;EAGLE;;
1268000000247;1523533XXX;3533;15;PRINTED;16.11.2017 17:36:28;Not scanned;7.152 KGM;colinan;trjaune;G 050;EAGLE;EAGLE;;
1268000000248;3141155600;1556;40;REUSABLE;16.11.2017 17:36:36;04.12.2017 23:03:30;6.97 KGM;colinan;trorange;E 070;CDC;EAGLE;20171204028;
1268000000249;E4053680;3680;20;PRINTED;16.11.2017 17:36:44;Not scanned;8.358 KGM;colinan;trjaune;F 117;JLR;EAGLE;;
1268000000250;E4073228;3228;816;PRINTED;16.11.2017 17:36:52;Not scanned;304.741 KGM;colinan;trjaune;;JLR;EAGLE;;
1268000000251;1672091XXX;2091;240;REUSABLE;16.11.2017 17:37:00;22.12.2017 17:31:41;10.363 KGM;colinan;trjaune;DB 01;JLR;EAGLE;20171222003;
1268000000252;7903234103;4103;1500;REUSABLE;16.11.2017 17:37:08;11.12.2017 21:49:53;12.008 KGM;colinan;trorange;DC 11;MS A7;EAGLE;20171211035;
1268000000253;7903234103;4103;1500;PRINTED;16.11.2017 17:37:16;Not scanned;12.008 KGM;colinan;trjaune;DC 11;ICEMI 3;EAGLE;;
1268000000254;3141006700;67;100;PRINTED;16.11.2017 17:37:24;Not scanned;11.11 KGM;colinan;trjaune;;ICEMI 3;EAGLE;;
1268000000255;3141006600;66;75;PRINTED;16.11.2017 17:37:32;Not scanned;9.88 KGM;colinan;trjaune;;ICEMI 3;EAGLE;;
1268000000256;1071355XXX;1355;24;REUSABLE;16.11.2017 17:37:40;18.12.2017 11:04:48;9.3 KGM;colinan;trviolet;G 064;E5 CATA;EAGLE;20171218018;
1268000000257;3141057300;573;40;REUSABLE;16.11.2017 17:37:48;20.12.2017 12:27:02;13.12 KGM;colinan;trviolet;F 052;E5 CATA;EAGLE;20171220025;
1268000000258;1038879XXX;8879;20;REUSABLE;16.11.2017 17:37:56;21.12.2017 06:40:59;6.51 KGM;colinan;trviolet;G 108;E5 CATA;EAGLE;20171221014;
1268000000259;1105038XXX;5038;24;PRINTED;16.11.2017 17:38:04;Not scanned;5 KGM;colinan;trjaune;;E5 CATA;EAGLE;;
1268000000260;1209886XXX;9886;16;REUSABLE;16.11.2017 17:38:13;19.12.2017 20:01:50;5.338 KGM;colinan;trviolet;G 010;E5 CATA;EAGLE;20171219023;
1268000000261;1102152XXX;2152;1000;REUSABLE;16.11.2017 17:38:21;13.12.2017 07:53:13;102.102 KGM;colinan;trviolet;DB 15;E5 CATA;EAGLE;20171213019;
1268000000262;1093840XXX;3840;110;REUSABLE;16.11.2017 17:38:29;22.12.2017 08:29:09;10.323 KGM;colinan;trviolet;E 102;E5 CATA;EAGLE;20171222004;
1268000000263;1038878XXX;8878;20;REUSABLE;16.11.2017 17:38:37;20.12.2017 12:27:02;6.51 KGM;colinan;trviolet;G 106;E5 CATA;EAGLE;20171220025;
1268000000264;1005142XXX;5142;24;REUSABLE;16.11.2017 17:38:46;22.12.2017 07:44:37;5.275 KGM;colinan;trviolet;G 032;E5 CATA;EAGLE;20171222003;
1268000000265;3141024400;244;100;REUSABLE;16.11.2017 17:38:54;15.12.2017 11:16:09;25.452 KGM;colinan;trviolet;F 026;E5 CATA;EAGLE;20171215011;
1268000000266;3141057000;570;90;REUSABLE;16.11.2017 17:39:03;15.12.2017 18:48:06;9.919 KGM;colinan;trviolet;F 034;E5 CATA;EAGLE;20171215019;
1268000000267;1882839000;2839;8000;PRINTED;16.11.2017 17:39:11;Not scanned;0.64 KGM;colinan;trjaune;DH 12;E5 CATA;EAGLE;;
1268000000268;1656159XXX;6159;25;REUSABLE;16.11.2017 17:39:20;23.12.2017 03:31:20;5.798 KGM;colinan;trviolet;F 051;SCRE6;EAGLE;20171223008;
1268000000269;1608032XXX;8032;700;REUSABLE;16.11.2017 17:39:28;27.11.2017 13:44:35;4.206 KGM;colinan;trviolet;F 029;SCRE6;EAGLE;20171127006;
1268000000270;3140329200;P005;1000;PRINTED;16.11.2017 17:39:37;Not scanned;1.001 KGM;colinan;trjaune;DE 14;SCRE6;EAGLE;;
1268000000271;1348290XXX;8290;300;REUSABLE;16.11.2017 17:39:45;22.12.2017 11:24:53;9.03 KGM;colinan;trviolet;E 103;SCRE6;EAGLE;20171222010;
1268000000272;1859345XXX;9345;140;PRINTED;16.11.2017 17:39:54;Not scanned;9.306 KGM;colinan;trjaune;;SCRE6;EAGLE;;
1268000000273;1006615XXX;6615;75;REUSABLE;16.11.2017 17:40:03;22.12.2017 10:25:11;12.92 KGM;colinan;trviolet;F 028;E5 FAP;EAGLE;20171222008;
1268000000274;1249305XXX;9305;200;REUSABLE;16.11.2017 17:40:12;15.12.2017 11:16:08;11.055 KGM;colinan;trviolet;E 107;E5 FAP;EAGLE;20171215011;
1268000000275;1154739XXX;4739;30;REUSABLE;16.11.2017 17:40:20;19.12.2017 07:53:43;7.998 KGM;colinan;trviolet;G 100;E5 FAP;EAGLE;20171219016;
1268000000276;1423244XXX;3244;30;PRINTED;16.11.2017 17:40:29;Not scanned;7.998 KGM;colinan;trjaune;E 096;E5 FAP;EAGLE;;
1268000000277;1227153XXX;7153;30;REUSABLE;16.11.2017 17:40:38;07.12.2017 06:44:26;7.998 KGM;colinan;trviolet;F 098;E5 FAP;EAGLE;20171207016;
1268000000278;1234863XXX;4863;30;PRINTED;16.11.2017 17:40:46;Not scanned;7.998 KGM;colinan;trjaune;E 098;E5 FAP;EAGLE;;
1268000000279;1011970XXX;1970;80;PRINTED;16.11.2017 17:40:55;Not scanned;8.586 KGM;colinan;trjaune;DE 13;HYBRIDE;EAGLE;;
1268000000280;1700402XXX;402;250;REUSABLE;16.11.2017 17:41:04;15.12.2017 21:19:27;376.5 KGM;colinan;trorange;F 074;L550;EAGLE;20171215033;
1268000000281;1413778XXX;3778;250;REUSABLE;16.11.2017 17:41:13;15.12.2017 15:41:58;370.978 KGM;colinan;trjaune;F 070;L550;EAGLE;20171215010;
1268000000282;1414138XXX;4138;250;REUSABLE;16.11.2017 17:41:22;15.12.2017 21:19:27;370.978 KGM;colinan;trorange;F 076;L550;EAGLE;20171215033;
1268000000283;1002332XXX;2332;60;PRINTED;16.11.2017 17:41:31;Not scanned;9.455 KGM;colinan;trjaune;DG 34;L550;EAGLE;;
1268000000284;1117225XXX;7225;50;REUSABLE;16.11.2017 17:41:40;21.12.2017 11:33:34;6.12 KGM;colinan;trorange;G 056;T9;EAGLE;20171221016;
1268000000285;1393902XXX;3902;10;REUSABLE;16.11.2017 17:41:49;20.12.2017 17:08:05;6.05 KGM;colinan;trorange;G 002;T9;EAGLE;20171220019;
1268000000286;E4053555;3555;46;PRINTED;16.11.2017 17:41:58;Not scanned;7.99 KGM;colinan;trjaune;E 058;ICEMI 0;EAGLE;;
1268000000287;E4053537;3537;60;PRINTED;16.11.2017 17:42:07;Not scanned;7.93 KGM;colinan;trjaune;E 060;ICEMI 0;EAGLE;;
1268000000288;1351588XXX;1588;55;PRINTED;16.11.2017 17:42:16;Not scanned;14 KGM;colinan;trjaune;E 092;ICEMI 0;EAGLE;;
1268000000289;E4068423;8423;190;PRINTED;16.11.2017 17:42:25;Not scanned;152.8 KGM;colinan;trjaune;;ICEMI 0;EAGLE;;
1268000000290;1351589XXX;1589;190;PRINTED;16.11.2017 17:42:34;Not scanned;143.25 KGM;colinan;trjaune;E 002;ICEMI 0;EAGLE;;
1268000000291;E4068423;8423;190;PRINTED;16.11.2017 17:42:43;Not scanned;152.8 KGM;colinan;trjaune;;ICEMI 0;EAGLE;;
1268000000292;1809684XXX;9684;25;REUSABLE;16.11.2017 17:42:53;24.11.2017 06:24:26;17.42 KGM;colinan;trorange;;H79;EAGLE;20171124008;
1268000000293;1786392XXX;6392;720;REUSABLE;16.11.2017 17:43:02;24.11.2017 08:58:13;261.723 KGM;colinan;trorange;;H79;EAGLE;20171124012;
1268000000294;1463034;3034;35;REUSABLE;16.11.2017 17:43:11;11.12.2017 22:12:36;10.044 KGM;colinan;trceram;G 092;PRINCE;EAGLE;20171211009;
1268000000295;1463021;3021;35;REUSABLE;16.11.2017 17:43:20;22.12.2017 11:24:53;8.208 KGM;colinan;trviolet;G 094;PRINCE;EAGLE;20171222010;
1268000000296;1549289;9289;24;REUSABLE;16.11.2017 17:43:30;22.12.2017 11:24:53;9.45 KGM;colinan;trviolet;F 010;PRINCE;EAGLE;20171222010;
1268000000297;1463125;3125;350;REUSABLE;16.11.2017 17:43:39;20.12.2017 08:37:10;0.351 KGM;colinan;trviolet;E 104;PRINCE;EAGLE;20171220020;
1268000000298;1406197XXX;6197;500;REUSABLE;16.11.2017 17:43:48;15.12.2017 11:16:08;6.513 KGM;colinan;trviolet;DE 32;PRINCE;EAGLE;20171215011;
1268000000299;E4076459;6459;1000;REUSABLE;16.11.2017 17:43:58;15.12.2017 11:16:08;5.005 KGM;colinan;trviolet;DD 43;PRINCE;EAGLE;20171215011;
1268000000300;1664001XXX;4001;60;REUSABLE;16.11.2017 17:44:07;22.12.2017 11:24:53;14.152 KGM;colinan;trviolet;F 014;PRINCE;EAGLE;20171222010;
1268000000301;1021027XXX;1027;55;PRINTED;16.11.2017 17:44:17;Not scanned;6.496 KGM;colinan;trjaune;DD 44;ICEMI 1;EAGLE;;
1268000000302;7903234103;4103;1500;PRINTED;16.11.2017 17:44:26;Not scanned;12.008 KGM;colinan;trjaune;DC 11;ICEMI 1;EAGLE;;
1268000000303;1640943XXX;943;18;REUSABLE;16.11.2017 17:44:36;20.12.2017 08:01:24;6.251 KGM;colinan;trorange;F 121;T9 GTI;EAGLE;20171220005;
1268000000304;1692068XXX;2068;14;REUSABLE;16.11.2017 17:44:45;22.12.2017 16:48:24;9.6 KGM;colinan;trjaune;G 016;MS A7;EAGLE;20171222002;
1268000000305;1689578XXX;9578;62;REUSABLE;16.11.2017 17:44:55;15.12.2017 16:28:49;10.71 KGM;colinan;trjaune;E 034;MS A7;EAGLE;20171215011;
1268000000306;1005143XXX;5143;22;REUSABLE;16.11.2017 17:45:04;22.12.2017 07:44:37;13.8 KGM;colinan;trviolet;G 028;E5 CATA;EAGLE;20171222003;
1268000000307;3141061700;617;24;REUSABLE;16.11.2017 17:45:14;11.12.2017 18:50:12;4.875 KGM;colinan;trviolet;G 034;E5 CATA;EAGLE;20171211013;
1268000000308;7903234103;4103;1500;PRINTED;16.11.2017 17:45:24;Not scanned;12.008 KGM;colinan;trjaune;DC 11;MS A7;EAGLE;;
1268000000309;1021031XXX;1031;100;PRINTED;16.11.2017 17:45:33;Not scanned;5.555 KGM;colinan;trjaune;DC 34;T7 MANU;EAGLE;;
1268000000310;1021026XXX;1026;100;PRINTED;16.11.2017 17:45:43;Not scanned;6.161 KGM;colinan;trjaune;DG 31;T7 MANU;EAGLE;;
1268000000311;3140939400;9394;24;PRINTED;16.11.2017 17:45:53;Not scanned;7.25 KGM;colinan;trjaune;E 088;T7 MANU;EAGLE;;
1268000000312;3140913100;9131;24;PRINTED;16.11.2017 17:46:03;Not scanned;7.25 KGM;colinan;trjaune;G 042;T7 MANU;EAGLE;;
1268000000313;3140447700;4477;55;PRINTED;16.11.2017 17:46:12;Not scanned;10.36 KGM;colinan;trjaune;DG 22;CHASSIS PO;EAGLE;;
1268000000314;18G0019000;19;100;PRINTED;16.11.2017 17:46:22;Not scanned;0.101 KGM;colinan;trjaune;DF 45;CHASSIS PO;EAGLE;;
1268000000315;18G2470000;2470;200;PRINTED;16.11.2017 17:46:32;Not scanned;10.05 KGM;colinan;trjaune;DJ 12;CHASSIS PO;EAGLE;;
1268000000316;E4049581;9581;50;PRINTED;16.11.2017 17:46:42;Not scanned;11.781 KGM;colinan;trjaune;E 106;CHASSIS PO;EAGLE;;
1268000000317;1697777XXX;7777;160;PRINTED;16.11.2017 17:46:52;Not scanned;78.085 KGM;colinan;trjaune;;CHASSIS PO;EAGLE;;
1268000000318;1533380XXX;3380;12;REUSABLE;16.11.2017 17:47:02;27.11.2017 01:29:09;9.295 KGM;colinan;trceram;MONO 05;E5 CATA;EAGLE;20171127003;
1268000000319;3141149200;1149;4;REUSABLE;16.11.2017 17:47:12;25.11.2017 06:33:13;9.38 KGM;colinan;trceram;;E5 FAP;EAGLE;20171125003;
1268000000320;31400045DP;4;4;REUSABLE;16.11.2017 17:47:22;23.12.2017 04:02:10;10.075 KGM;colinan;trceram;;SCRE6;EAGLE;20171223006;
1268000000321;E4051426;1426;12;REUSABLE;16.11.2017 17:47:33;14.12.2017 10:45:43;8.853 KGM;colinan;trceram;MONO 20;PRINCE;EAGLE;20171214014;
1268000000322;E4056500;6500;12;PRINTED;16.11.2017 17:47:43;Not scanned;7.254 KGM;colinan;trjaune;MONO 16;PRINCE;EAGLE;;
1268000000323;1273460XXX;3460;12;PRINTED;16.11.2017 17:47:53;Not scanned;7.943 KGM;colinan;trjaune;MONO 25;PRINCE;EAGLE;;
1268000000324;E4051424;1424;48;REUSABLE;16.11.2017 17:48:04;14.12.2017 10:45:43;12.838 KGM;colinan;trceram;MONO 18;PRINCE;EAGLE;20171214014;
1268000000325;1702773XXX;2773;6;REUSABLE;16.11.2017 17:48:14;18.12.2017 15:31:03;14.595 KGM;colinan;trceram;MONO 01;E5 FAP;EAGLE;20171218002;
1268000000326;1210048XXX;48;6;REUSABLE;16.11.2017 17:48:24;22.12.2017 10:25:11;11.2 KGM;colinan;trviolet;MONO 49;SCRE6;EAGLE;20171222008;
1268000000327;1476470XDP;6470;4;REUSABLE;16.11.2017 17:48:34;22.12.2017 10:25:11;9.225 KGM;colinan;trviolet;MONO 57;SCRE6;EAGLE;20171222008;
1268000000328;1476470XDP;6470;4;PRINTED;16.11.2017 17:48:45;Not scanned;9.225 KGM;colinan;trjaune;MONO 57;E5 FAP;EAGLE;;
1268000000329;1533378XXX;3378;12;REUSABLE;16.11.2017 17:48:55;22.12.2017 13:42:43;9.295 KGM;colinan;trceram;MONO 09;E5 CATA;EAGLE;20171222036;
1268000000330;1098131XXX;8131;12;REUSABLE;16.11.2017 17:49:05;22.12.2017 14:23:13;12.285 KGM;colinan;trceram;MONO 19;E5 CATA;EAGLE;20171222037;
1268000000331;E4071783;1783;36;REUSABLE;16.11.2017 17:49:16;13.12.2017 17:13:00;19.98 KGM;colinan;trceram;MONO 29;PRINCE;EAGLE;20171213024;
1268000000332;E4071784;1784;12;PRINTED;16.11.2017 17:49:26;Not scanned;16.9 KGM;colinan;trjaune;MONO 27;PRINCE;EAGLE;;
1268000000333;1273460XXX;3460;12;REUSABLE;16.11.2017 17:49:37;22.12.2017 19:48:41;7.943 KGM;colinan;trceram;MONO 25;PRINCE;EAGLE;20171222045;
1268000000334;1273456XXX;3456;36;REUSABLE;16.11.2017 17:49:47;22.12.2017 19:16:48;9.99 KGM;colinan;trceram;MONO 23;PRINCE;EAGLE;20171222044;
1268000000335;1104229XXX;4229;6;PRINTED;16.11.2017 17:49:58;Not scanned;0 KGM;colinan;trjaune;MONO 26;DV6 L2;EAGLE;;
1268000000336;31411492DP;1492;4;REUSABLE;16.11.2017 17:50:09;22.12.2017 19:16:48;9.225 KGM;colinan;trceram;MONO 13;E5 FAP;EAGLE;20171222044;
1268000000337;1202609XXX;2609;55;REUSABLE;16.11.2017 17:50:19;21.12.2017 10:29:11;6.552 KGM;colinan;trorange;E 012;ICEMI 1;EAGLE;20171221014;
1268000000338;1406516XXX;6516;1000;PRINTED;16.11.2017 17:50:30;Not scanned;4.004 KGM;colinan;trjaune;DH 32;T9 GTI;EAGLE;;
1268000000339;1794666XXX;4666;200;REUSABLE;16.11.2017 17:50:41;23.11.2017 08:14:41;6.633 KGM;colinan;trorange;DG 32;T9 GTI;EAGLE;20171123005;
1268000000340;1727970XXX;7970;200;REUSABLE;16.11.2017 17:50:52;28.11.2017 14:01:39;6.633 KGM;colinan;trorange;DG 44;T9 GTI;EAGLE;20171128018;
1268000000341;1385841XXX;5841;30;REUSABLE;16.11.2017 17:51:03;19.12.2017 05:41:39;9.641 KGM;colinan;trorange;DC 43;T9 GTI;EAGLE;20171219005;
1268000000342;1594467XXX;4467;32;REUSABLE;16.11.2017 17:51:13;14.12.2017 14:24:41;6.468 KGM;colinan;trjaune;G 070;EAGLE;EAGLE;20171214008;
1268000000343;1458790XXX;8790;240;REUSABLE;16.11.2017 17:51:24;05.12.2017 05:43:02;120.5 KGM;colinan;trjaune;E 109;EAGLE;EAGLE;20171205002;
1268000000344;1707911XXX;7911;250;REUSABLE;16.11.2017 17:51:35;15.12.2017 15:41:58;376.5 KGM;colinan;trjaune;F 072;L550;EAGLE;20171215010;
1268000000345;1526162XXX;6162;840;REUSABLE;16.11.2017 17:51:46;27.11.2017 13:34:31;303.601 KGM;colinan;trorange;;H79;EAGLE;20171127017;
1268000000346;1526164XXX;6164;840;PRINTED;16.11.2017 17:51:56;Not scanned;168.2 KGM;colinan;trjaune;;H79;EAGLE;;
1268000000347;E4044147;4147;45;PRINTED;16.11.2017 17:52:08;Not scanned;8.28 KGM;colinan;trjaune;F 109;EAGLE;EAGLE;;
1268000000348;1472455XXX;2455;53;REUSABLE;16.11.2017 17:52:18;18.12.2017 14:14:24;7.776 KGM;colinan;trjaune;G 060;EAGLE;EAGLE;20171218002;
1268000000349;1458799XXX;8799;560;REUSABLE;16.11.2017 17:52:30;06.12.2017 17:43:22;112.2 KGM;colinan;trjaune;G 014;EAGLE;EAGLE;20171206009;
1268000000350;E4056132XXX;6132;21;PRINTED;16.11.2017 17:52:41;Not scanned;7.92 KGM;colinan;trjaune;F 073;EAGLE;EAGLE;;
1268000000351;1387441XXX;7441;10;REUSABLE;16.11.2017 17:52:52;15.12.2017 08:27:02;6.248 KGM;colinan;trorange;G 004;ICEMI 1;EAGLE;20171215010;
1268000000352;E4044395;4395;16;PRINTED;16.11.2017 17:53:03;Not scanned;10.642 KGM;colinan;trjaune;F 099;JLR;EAGLE;;
1268000000353;E4044396;4396;16;REUSABLE;16.11.2017 17:53:14;14.12.2017 16:25:44;9.996 KGM;colinan;trjaune;F 101;JLR;EAGLE;20171214009;
1268000000354;E4073231;3231;60;REUSABLE;16.11.2017 17:53:25;22.12.2017 17:31:41;10.553 KGM;colinan;trjaune;F 063;JLR;EAGLE;20171222003;
1268000000355;1201697XXX;1697;20;REUSABLE;16.11.2017 17:53:37;12.12.2017 21:18:07;6.909 KGM;colinan;trjaune;G 038;PRINCE;EAGLE;20171212014;
