Div.,Article,Sebango,Forced
1268,3141069210,0692,X
1268,3141070510,0705,X
1268,3141073400,0734,X
1268,3141074500,0745,X
1268,3141076810,0768,X
1268,3141077000,0770,X
1268,3141077010,0770,X
1268,3141077110,0771,X
1268,3141087000,0870,X
1268,3141107400,1074,X
1268,3141107600,1076,X
1268,3141131470,1314,X
1268,3141135300,1353,X
1268,3141135610,1356,X
1268,3141135700,1357,X
1268,3141145800,1458,X
1268,3141147200,1472,X
1268,3141147210,1472,X
1268,3141147710,1477,X
1268,3141168100,1681,X
1268,3141168200,1682,X
1268,3141169830,1698,X
1268,3141171800,1718,X
1268,3141172610,1726,X
1268,3141175300,1753,X
1268,3141178410,1784,X
1268,3141178710,1787,X
1268,9810690680,6906,X
1268,9810690980,6909,X
1268,9810691280,6912,X
1268,9810691580,6915,X
1268,9818245580,2455,X
1268,9818245680,2456,X
1268,1012955XXX,2955,X
1268,1012956XXX,2956,X
1268,1012957XXX,2957,X
1268,1015075XXX,5075,X
1268,1016522SXX,6522,X
1268,1016522XXX,6522,X
1268,10345ST,0345,X
1268,10400ST,0400,X
1268,10404ST,0404,X
1268,10599ST,0599,X
1268,10600ST,0600,X
1268,10601ST,0601,X
1268,10678ST,0678,X
1268,10693ST,0693,X
1268,10707HXX,0707,X
1268,10782HXX,0782,X
1268,10783HXX,0783,X
1268,10810ST,0810,X
1268,10811ST,0811,X
1268,10812ST,0812,X
1268,10813ST,0813,X
1268,10823ST,0823,X
1268,10950ST,0950,X
1268,10951ST,0951,X
1268,10952ST,0952,X
1268,10953ST,0953,X
1268,10971HXX,0971,X
1268,11030ST,1030,X
1268,11041ST,1041,X
1268,11147ST,1147,X
1268,11148ST,1148,X
1268,11149ST,1149,X
1268,11155ST,1155,X
1268,11161ST,1161,X
1268,11165ST,1165,X
1268,11180307C0,0307,X
1268,11180457PA,0457,X
1268,11180839PA,0839,X
1268,11181166PA,1166,X
1268,11181227C8,1227,X
1268,11181227PA,1227,X
1268,11181920C0,1920,X
1268,11184ST,1184,X
1268,11185ST,1185,X
1268,11186354C8,6354,X
1268,11186430C0,6430,X
1268,11186772PA,6772,X
1268,11186903T0,6903,X
1268,11249ST,1249,X
1268,11250ST,1250,X
1268,11251ST,1251,X
1268,11252ST,1252,X
1268,11254ST,1254,X
1268,11255ST,1255,X
1268,11256ST,1256,X
1268,11257ST,1257,X
1268,11258ST,1258,X
1268,11260ST,1260,X
1268,11262ST,1262,X
1268,11271ST,1271,X
1268,11314ST,1314,X
1268,11315ST,1315,X
1268,11338ST,1338,X
1268,11339ST,1339,X
1268,11345ST,1345,X
1268,11377ST,1377,X
1268,11378ST,1378,X
1268,11386ST,1386,X
1268,11387ST,1387,X
1268,11396ST,1396,X
1268,11397ST,1397,X
1268,11398ST,1398,X
1268,11404ST,1404,X
1268,11408ST,1408,X
1268,11409HXX,1409,X
1268,11428ST,1428,X
1268,11437ST,1437,X
1268,11442ST,1442,X
1268,11499ST,1499,X
1268,11500ST,1500,X
1268,11520ST,1520,X
1268,11521ST,1521,X
1268,11522ST,1522,X
1268,11523ST,1523,X
1268,11536ST,1536,X
1268,11537ST,1537,X
1268,11538ST,1538,X
1268,11539ST,1539,X
1268,11540ST,1540,X
1268,11542ST,1542,X
1268,11545ST,1545,X
1268,11546ST,1546,X
1268,11547ST,1547,X
1268,11548ST,1548,X
1268,11554ST,1554,X
1268,11556ST,1556,X
1268,11557ST,1557,X
1268,11560ST,1560,X
1268,11562ST,1562,X
1268,11579ST,1579,X
1268,11580ST,1580,X
1268,11584ST,1584,X
1268,11585ST,1585,X
1268,11586ST,1586,X
1268,11587ST,1587,X
1268,11592ST,1592,X
1268,11593ST,1593,X
1268,11635ST,1635,X
1268,11636ST,1636,X
1268,11637ST,1637,X
1268,11638ST,1638,X
1268,11639ST,1639,X
1268,11644ST,1644,X
1268,11645HXX,1645,X
1268,11656ST,1656,X
1268,11667ST,1667,X
1268,11676ST,1676,X
1268,11682ST,1682,X
1268,11689ST,1689,X
1268,11699ST,1699,X
1268,11709ST,1709,X
1268,1171303XXX,1303,X
1268,11718ST,1718,X
1268,11725ST,1725,X
1268,11738ST,1738,X
1268,1174477XXX,4477,X
1268,11744ST,1744,X
1268,11745HXX,1745,X
1268,11750ST,1750,X
1268,11759ST,1759,X
1268,11764ST,1764,X
1268,11768ST,1768,X
1268,11772ST,1772,X
1268,11779ST,1779,X
1268,11787ST,1787,X
1268,11794ST,1794,X
1268,11799ST,1799,X
1268,11802ST,1802,X
1268,11803ST,1803,X
1268,11804ST,1804,X
1268,11805ST,1805,X
1268,11806ST,1806,X
1268,11807ST,1807,X
1268,11808ST,1808,X
1268,11809ST,1809,X
1268,11811ST,1811,X
1268,11812ST,1812,X
1268,11846ST,1846,X
1268,11849ST,1849,X
1268,11857ST,1857,X
1268,11860ST,1860,X
1268,11861ST,1861,X
1268,11862ST,1862,X
1268,11863ST,1863,X
1268,11873ST,1873,X
1268,11874ST,1874,X
1268,11879ST,1879,X
1268,11886ST,1886,X
1268,11892ST,1892,X
1268,11893ST,1893,X
1268,11894ST,1894,X
1268,11895ST,1895,X
1268,11896ST,1896,X
1268,11897ST,1897,X
1268,11898J,1898,X
1268,11898ST,1898,X
1268,11900ST,1900,X
1268,11901ST,1901,X
1268,11907ST,1907,X
1268,11908ST,1908,X
1268,11909ST,1909,X
1268,11910ST,1910,X
1268,11911ST,1911,X
1268,11914ST,1914,X
1268,1201697XXX,1697,X
1268,1320171XXX,0171,X
1268,1320178XXX,0178,X
1268,1332385AXX,2385,X
1268,1449756XXX,9756,X
1268,1449757XXX,9757,X
1268,1533325GXX,325G,X
1268,15333421XX,3421,X
1268,18184221J0,4221,X
1268,18187201C0,7201,X
1268,18187811J0,7811,X
1268,18187821J0,7821,X
1268,18188191C0,8191,X
1268,18188261C0,8261,X
1268,18188271C0,8271,X
1268,18188281C0,8281,X
1268,18188491C0,8491,X
1268,18189891C0,9891,X
1268,18293251T0,3251,X
1268,18191761C0,1761,X
1268,18191811C0,1811,X
1268,18191841C0,1841,X
1268,18191861C0,1861,X
1268,18191871C0,1871,X
1268,18191921C0,1921,X
1268,18192071C0,2071,X
1268,1820009T00,009T,X
1268,1820146C70,146C,X
1268,18201651C0,1651,X
1268,18201681C0,1681,X
1268,18202390PA,2390,X
1268,18203551C0,3551,X
1268,18203911C0,3911,X
1268,18203921C0,3921,X
1268,18204321C0,4321,X
1268,18204611C0,4611,X
1268,18205030PA,5030,X
1268,18205031C0,5031,X
1268,18205561C0,5561,X
1268,18206030PA,6030,X
1268,18206041C0,6041,X
1268,1820627T00,627T,X
1268,1820700T00,700T,X
1268,18207400PA,7400,X
1268,18207401C0,7401,X
1268,1820834R00,0834,X
1268,18208471C0,8471,X
1268,1820862W00,862W,X
1268,1820897T00,897T,X
1268,18209491C0,9491,X
1268,18210281C0,0281,X
1268,18210311C0,0311,X
1268,1821089R00,089R,X
1268,1821091T00,091T,X
1268,1821104R00,1104,X
1268,18212991C0,2991,X
1268,18213011C0,3011,X
1268,18213021C0,3021,X
1268,1821365T00,365T,X
1268,18213701C0,3701,X
1268,18213741C0,3741,X
1268,18213781C0,3781,X
1268,1821381R00,381R,X
1268,18213831C0,3831,X
1268,1821434R00,434R,X
1268,18214391C0,4391,X
1268,18214401C0,4401,X
1268,18214411C0,4411,X
1268,18214651C0,4651,X
1268,1821503R00,503R,X
1268,18215371C0,5371,X
1268,18215541C0,5541,X
1268,18216081C0,6081,X
1268,18216331C0,6331,X
1268,18216341C0,6341,X
1268,18216561C0,6561,X
1268,18217401C0,7401,X
1268,1821744C00,1744,X
1268,1821747T00,1747,X
1268,1821939T00,939T,X
1268,18220001C0,0001,X
1268,18220290PA,0290,X
1268,18220291C0,0291,X
1268,18220320PA,0320,X
1268,18220321C0,0321,X
1268,1822076T00,076T,X
1268,1822103R00,103R,X
1268,182210400B,1040,X
1268,18221241C0,1241,X
1268,1822197R00,197R,X
1268,18222540C0,2540,X
1268,18222550C0,2550,X
1268,18222560C0,2560,X
1268,18222570C0,2570,X
1268,18222580C0,2580,X
1268,18222801C0,2801,X
1268,18222850PA,2850,X
1268,18222851C0,2851,X
1268,1822291R00,291R,X
1268,1822336R00,336R,X
1268,1822386R00,386R,X
1268,18223990C0,3990,X
1268,18224281C0,4281,X
1268,18224891C0,4891,X
1268,18224891J0,4891,X
1268,18224911C0,4911,X
1268,1822496R00,496R,X
1268,18225101C0,5101,X
1268,18225111C0,5111,X
1268,18225760PA,5760,X
1268,18225761C0,5761,X
1268,18225790PA,5790,X
1268,18225791C0,5791,X
1268,18226761T0,6761,X
1268,18226771T0,6771,X
1268,18227351C0,7351,X
1268,18227390PA,7390,X
1268,18227451C0,7451,X
1268,18227451J0,7451,X
1268,18227580C0,7580,X
1268,18227580PA,7580,X
1268,18227590C0,7590,X
1268,18227590PA,7590,X
1268,18227681C0,7681,X
1268,1822990R00,990R,X
1268,18230901J0,0901,X
1268,18230911J0,0911,X
1268,18230931J0,0931,X
1268,1823175T00,175T,X
1268,1823263T00,263T,X
1268,18232981C0,2981,X
1268,18233091C0,3091,X
1268,18233101C0,3101,X
1268,182333900C,3390,X
1268,18233400C0,3400,X
1268,18233410C0,3410,X
1268,18233410PA,3410,X
1268,18233420C0,3420,X
1268,1823441R00,3441,X
1268,1823462R00,462R,X
1268,18234771C0,4771,X
1268,1823486R00,486R,X
1268,18234961C0,4961,X
1268,18234971C0,4971,X
1268,18235011C0,5011,X
1268,18235021C0,5021,X
1268,18235381C0,5381,X
1268,18235501C0,5501,X
1268,18235521C0,5521,X
1268,18235851C0,5851,X
1268,18235861C0,5861,X
1268,1823603T00,603T,X
1268,1823615R00,615R,X
1268,1823628R00,628R,X
1268,1823635R00,635R,X
1268,1823670T00,670T,X
1268,1823747R00,747R,X
1268,18237511C0,7511,X
1268,18237650PA,7650,X
1268,18237671J0,7671,X
1268,18237980PA,7980,X
1268,18238761C0,8761,X
1268,18239731C0,9731,X
1268,18239831C0,9831,X
1268,18240331C0,0331,X
1268,18240421C0,0421,X
1268,1824056R00,056R,X
1268,18241011C0,1011,X
1268,18241401C0,1401,X
1268,18241411C0,1411,X
1268,18241431C0,1431,X
1268,18241461C0,1461,X
1268,18241481C0,1481,X
1268,18241491C0,1491,X
1268,18241511C0,1511,X
1268,18241551C0,1551,X
1268,18241571C0,1571,X
1268,1824178R00,178R,X
1268,18242001C0,2001,X
1268,18242671C0,2671,X
1268,18242840PA,2840,X
1268,18243550PA,3550,X
1268,18243551C0,3551,X
1268,18243780PA,3780,X
1268,18243781C0,3781,X
1268,18243790PA,3790,X
1268,18243791C0,3791,X
1268,18243811C0,3811,X
1268,18245010PA,5010,X
1268,18245011J0,5011,X
1268,1824521C00,521C,X
1268,1824583R00,583R,X
1268,1824593R70,593R,X
1268,18246521C0,6521,X
1268,18246531C0,6531,X
1268,18246571C0,6571,X
1268,18246581C0,6581,X
1268,18246591C0,6591,X
1268,18247461C0,7461,X
1268,18248091C0,8091,X
1268,18248101C0,8101,X
1268,1824848R00,4848,X
1268,18248521T0,4852,X
1268,18248531J0,4853,X
1268,18248540PA,4854,X
1268,18248541J0,4854,X
1268,18248551C0,4855,X
1268,1824855INO,4855,X
1268,1824855W00,4855,X
1268,18248780PA,4878,X
1268,18248790PA,4879,X
1268,18248800PA,4880,X
1268,18248811T0,4881,X
1268,18248861C0,4886,X
1268,18248861J0,4886,X
1268,18248891C0,4889,X
1268,18248921C0,4892,X
1268,1824900R00,4900,X
1268,1825276C00,5276,X
1268,18271611C0,7161,X
1268,18271621C0,7162,X
1268,18271631C0,1631,X
1268,18271641C0,1641,X
1268,18271651C0,1651,X
1268,18271691C0,1691,X
1268,18271701T0,1701,X
1268,18271731C0,1731,X
1268,18271731J0,1731,X
1268,18271771C0,1771,X
1268,18271781C0,1781,X
1268,18271851C0,1851,X
1268,18271881C0,1881,X
1268,1827338C00,7338,X
1268,1827342R00,7342,X
1268,1827380C00,7380,X
1268,18275500PA,7550,X
1268,18275530PA,7553,X
1268,1827586R00,7586,X
1268,18276041T0,7604,X
1268,18277601C0,7760,X
1268,18278071C0,7807,X
1268,1827807C00,7807,X
1268,1827824R00,7824,X
1268,18279071C0,7907,X
1268,1827943R00,7943,X
1268,18282411J0,8241,X
1268,18282421J0,8242,X
1268,18282431C0,8243,X
1268,18282961T0,8296,X
1268,18283571C0,8357,X
1268,18283741C0,8374,X
1268,1828395R00,8395,X
1268,18284391C0,8439,X
1268,18284921C0,8492,X
1268,18285040C0,8504,X
1268,18285040PA,8504,X
1268,18285201C0,5852,X
1268,18285300C0,8530,X
1268,18286401C0,8640,X
1268,1828657R70,8657,X
1268,18287341C0,8734,X
1268,18287671C0,7671,X
1268,1828836R70,836R,X
1268,1828947R00,947R,X
1268,1828984R00,984R,X
1268,1828986R00,986R,X
1268,18290551C0,0551,X
1268,1829066T00,066T,X
1268,18291990C0,1990,X
1268,18292511C0,2511,X
1268,18292521C0,2521,X
1268,18293031C0,3031,X
1268,18293041C0,3041,X
1268,18293131C0,3131,X
1268,18G0498000,0498,X
1268,18293981C0,3981,X
1268,18294091C0,4091,X
1268,18294791C0,4791,X
1268,18294821C0,4821,X
1268,18294891C0,4891,X
1268,18294901C0,4901,X
1268,18295121J0,5121,X
1268,18295270C0,5270,X
1268,18295290C0,5290,X
1268,18296851C0,6851,X
1268,1829688R00,688R,X
1268,1829689R00,689R,X
1268,1829716D00,716D,X
1268,18298940C0,8940,X
1268,18299761C0,9761,X
1268,18824000PA,4000,X
1268,18824131C0,4131,X
1268,18824161C0,4161,X
1268,18824201T0,4201,X
1268,18824650PA,4650,X
1268,18824660PA,4660,X
1268,18825411C0,5411,X
1268,1882663R00,2663,X
1268,18826691J0,6691,X
1268,1882669B00,3669,X
1268,1882669B01,2669,X
1268,1882669FIB,9FIB,X
1268,18826951T0,6951,X
1268,18826961T0,6961,X
1268,18826971T0,6971,X
1268,18827501B0,7501,X
1268,18827511B0,7511,X
1268,1882776LAS,776L,X
1268,1882832B00,832B,X
1268,1882832B01,2832,X
1268,1882843J00,2843,X
1268,18828731B0,8731,X
1268,18828741B0,8741,X
1268,1882876W00,2876,X
1268,1882877W00,2877,X
1268,1882878W00,2878,X
1268,1882879W00,2879,X
1268,1882880W00,2880,X
1268,1882881W00,2881,X
1268,1882882W00,882W,X
1268,1882883W00,883W,X
1268,1882884W00,884W,X
1268,18887261C0,7261,X
1268,18887590PA,7590,X
1268,18887591C0,7591,X
1268,18887600PA,7600,X
1268,18887601C0,7601,X
1268,18888141C0,8141,X
1268,18888151C0,8151,X
1268,18888161C0,8161,X
1268,18889031C0,9031,X
1268,18889071C0,9071,X
1268,1889196BE0,196B,X
1268,18893571C0,3571,X
1268,18893571V0,9357,X
1268,18893581C0,3581,X
1268,18893581V0,3581,X
1268,18893591C0,3591,X
1268,18893591V0,3591,X
1268,18893601C0,3601,X
1268,18893601V0,9360,X
1268,18893611C0,3611,X
1268,18893611V0,9361,X
1268,18893621C0,3621,X
1268,18893621V0,9362,X
1268,1889363B00,363B,X
1268,1889364B00,364B,X
1268,18893651J0,3651,X
1268,1889365B00,365B,X
1268,18893661C0,3661,X
1268,18893661V0,9366,X
1268,18893671C0,3671,X
1268,18893671V0,9367,X
1268,18893681C0,3681,X
1268,18893701C0,3701,X
1268,18893701V0,9370,X
1268,18893841C0,3841,X
1268,18893841V0,9384,X
1268,18893851C0,3851,X
1268,18893851V0,9385,X
1268,18893921C0,3921,X
1268,18893921V0,9392,X
1268,18893931C0,3931,X
1268,18893931V0,9393,X
1268,18893971C0,9397,X
1268,18894031C0,4031,X
1268,18894031V0,9403,X
1268,18894401C0,4401,X
1268,18894401V0,9440,X
1268,18894411C0,4411,X
1268,18894411V0,9441,X
1268,18894511C0,4511,X
1268,18894511V0,9451,X
1268,18894721C0,4721,X
1268,18894721V0,9472,X
1268,18894741C0,4741,X
1268,18894741V0,9474,X
1268,18894751C0,4751,X
1268,18894751V0,9475,X
1268,18894781C0,4781,X
1268,18894781V0,9478,X
1268,18894851C0,4851,X
1268,18894851V0,9485,X
1268,18894861C0,4861,X
1268,18894861V0,9486,X
1268,18894891C0,4891,X
1268,18894891V0,9489,X
1268,18894901C0,4901,X
1268,18894911C0,4911,X
1268,18894921C0,4921,X
1268,18894921V0,9492,X
1268,18894931C0,4931,X
1268,18894931V0,9493,X
1268,18894951C0,4951,X
1268,18894951V0,9495,X
1268,18894961C0,4961,X
1268,18894961V0,9496,X
1268,18895091V0,9509,X
1268,18895111V0,9511,X
1268,18895121V0,9512,X
1268,18895131V0,9513,X
1268,18895311V0,9531,X
1268,1896612R00,6612,X
1268,18966350PA,6635,X
1268,18966360PA,6636,X
1268,1896931R00,6931,X
1268,18969341C0,6934,X
1268,18969490PA,6949,X
1268,18969500PA,6950,X
1268,18D0033000,0033,X
1268,18D0033100,0033,X
1268,18D0033600,0033,X
1268,18D0052000,0052,X
1268,18D0052100,0052,X
1268,18D0052600,0052,X
1268,18D0052900,0052,X
1268,18D0263100,0263,X
1268,18D0319100,0319,X
1268,18D0319600,0319,X
1268,18D0388100,0388,X
1268,18D0388600,0388,X
1268,18D0487600,0487,X
1268,18D0501600,0501,X
1268,18D0894100,0894,X
1268,18D0894600,0894,X
1268,18D0997100,0997,X
1268,18D0997600,0997,X
1268,18D1294100,1294,X
1268,18D1294600,1294,X
1268,18D1327600,1327,X
1268,18D1715100,1715,X
1268,18D1715600,1715,X
1268,18D1722100,1722,X
1268,18D1722600,1722,X
1268,18D17811G0,1781,X
1268,18D1781600,1781,X
1268,18D1818100,1818,X
1268,18D1818600,1818,X
1268,18D1842100,1842,X
1268,18D1842600,1842,X
1268,18D1897100,1897,X
1268,18D1897600,1897,X
1268,18D23521G0,2352,X
1268,18D2352600,2352,X
1268,18D25991G0,2599,X
1268,18D2599600,2599,X
1268,18D2669600,2669,X
1268,18D2670600,2670,X
1268,18D27811G0,2781,X
1268,18D2781600,2781,X
1268,18D28691G0,2869,X
1268,18D2878070,2878,X
1268,18D28781G0,2878,X
1268,18D2912600,2912,X
1268,18D2918600,2918,X
1268,18D4602100,4602,X
1268,18D4602600,4602,X
1268,18D6569100,6569,X
1268,18D6569600,6569,X
1268,18D6570100,6570,X
1268,18D6570600,6570,X
1268,18D6572100,6572,X
1268,18D6572600,6572,X
1268,18D6582100,6582,X
1268,18D6582600,6582,X
1268,18D6584100,6584,X
1268,18D6584600,6584,X
1268,18D6797100,6797,X
1268,18D6797600,6797,X
1268,18F65501G0,6550,X
1268,18F6553100,6553,X
1268,18F6556100,6556,X
1268,18G00381C0,0038,X
1268,18G0038800,0038,X
1268,18G0045000,0045,X
1268,18G0046000,0046,X
1268,18G0046600,0046,X
1268,18G0055000,0055,X
1268,18G0056000,0056,X
1268,18G0056R00,0056,X
1268,18G0058000,0058,X
1268,18G0058800,0058,X
1268,18G0070000,0070,X
1268,18G0070600,0070,X
1268,18G0095600,0095,X
1268,18G0107000,0107,X
1268,18G0107600,0107,X
1268,18G0107900,0107,X
1268,18G0114000,0114,X
1268,18G0147000,0147,X
1268,18G01471C0,0147,X
1268,18G0148000,0148,X
1268,18G01481C0,0148,X
1268,18G0149900,0149,X
1268,18G0150000,0150,X
1268,18G0178000,0178,X
1268,18G0179900,0179,X
1268,18G0189000,0189,X
1268,18G01891T0,0189,X
1268,18G0208000,0208,X
1268,18G02081C0,0208,X
1268,18G0215000,0215,X
1268,18G02151C0,0215,X
1268,18G0216000,0216,X
1268,18G0243000,0243,X
1268,18G0244000,0244,X
1268,18G0296600,0296,X
1268,18G0300070,0300,X
1268,18G0335000,0335,X
1268,18G0336000,0336,X
1268,18G0346000,0346,X
1268,18G0347000,0347,X
1268,18G0367600,0367,X
1268,18G0368000,0368,X
1268,18G03681C0,0368,X
1268,18G0369000,0369,X
1268,18G0372000,0372,X
1268,18G0374900,0374,X
1268,18G0388000,0388,X
1268,18G0388600,0388,X
1268,18G0389000,0389,X
1268,18G0389600,0389,X
1268,18G0410D00,0410,X
1268,18G0422T00,0422,X
1268,18G04901T0,0490,X
1268,18G0494000,0494,X
1268,18G0494200,0494,X
1268,18G0494C00,0494,X
1268,18G0496000,0496,X
1268,18G0496T00,0496,X
1268,18G2910000,2910,X
1268,18G0498R00,0498,X
1268,18G0510T00,0510,X
1268,18G0513070,0513,X
1268,18G0513170,0513,X
1268,18G0513R70,0513,X
1268,18G0538070,0538,X
1268,18G0538R70,0538,X
1268,18G0543070,0543,X
1268,18G0543R70,0543,X
1268,18G0561900,0561,X
1268,18G0575000,0575,X
1268,18G0575LAS,0575,X
1268,18G0575W00,0575,X
1268,18G0576000,0576,X
1268,18G0577000,0577,X
1268,18G0610070,0610,X
1268,18G06101C0,0610,X
1268,18G0612070,0612,X
1268,18G06121C0,0612,X
1268,18G06361C0,0636,X
1268,18G0647000,0647,X
1268,18G06601T0,0660,X
1268,18G0662000,0662,X
1268,18G0662LAS,0662,X
1268,18G0662W00,0662,X
1268,18G0666000,0666,X
1268,18G06661J0,0666,X
1268,18G0670000,0670,X
1268,18G0670LAS,0670,X
1268,18G0677000,0677,X
1268,18G0677900,0677,X
1268,18G0703000,0703,X
1268,18G0714000,0714,X
1268,18G0741000,0741,X
1268,18G07491T0,0749,X
1268,18G0750T00,0750,X
1268,18G0760R00,0760,X
1268,18G0791600,0791,X
1268,18G0795600,0795,X
1268,18G08170PA,0817,X
1268,18G0819600,0819,X
1268,18G0820600,0820,X
1268,18G0828000,0828,X
1268,18G08281C0,0828,X
1268,18G0828600,0828,X
1268,18G0829000,0829,X
1268,18G08291C0,0829,X
1268,18G0857000,0857,X
1268,18G0867000,0867,X
1268,18G08671J0,0867,X
1268,18G0887070,0887,X
1268,18G0887170,0887,X
1268,18G0889070,0889,X
1268,18G0889170,0889,X
1268,18G0890070,0890,X
1268,18G0890170,0890,X
1268,18G09111T0,0911,X
1268,18G0914000,0914,X
1268,18G0915000,0915,X
1268,18G0978600,0978,X
1268,18G0979600,0979,X
1268,18G0983000,0983,X
1268,18G09831C0,0983,X
1268,18G0987000,0987,X
1268,18G10220PA,1022,X
1268,18G10221C0,1022,X
1268,18G10230PA,1023,X
1268,18G10231C0,1023,X
1268,18G10271C0,1027,X
1268,18G1027600,1027,X
1268,18G10330PA,1033,X
1268,18G10331C0,1033,X
1268,18G1034600,1034,X
1268,18G10451T0,1045,X
1268,18G1050000,1050,X
1268,18G10511J0,1051,X
1268,18G1051600,1051,X
1268,18G10531J0,1053,X
1268,18G1053600,1053,X
1268,18G1090000,1090,X
1268,18G1098R00,1098,X
1268,18G11441T0,1144,X
1268,18G1155000,1155,X
1268,18G1158000,1158,X
1268,18G1159000,1159,X
1268,18G1160000,1160,X
1268,18G12141C0,1214,X
1268,18G1269000,1269,X
1268,18G1272000,1272,X
1268,18G1272900,1272,X
1268,18G1280070,1280,X
1268,18G1280R00,1280,X
1268,18G1280R70,1280,X
1268,18G12841J0,1284,X
1268,18G1284600,1284,X
1268,18G1312070,1312,X
1268,18G1312R70,1312,X
1268,18G13141T0,1314,X
1268,18G1317000,1317,X
1268,18G1318000,1318,X
1268,18G1320000,1320,X
1268,18G13271C0,1327,X
1268,18G1327600,1327,X
1268,18G1330000,1330,X
1268,18G13301C0,1330,X
1268,18G1334000,1334,X
1268,18G1335000,1335,X
1268,18G1340000,1340,X
1268,18G1341000,1341,X
1268,18G1342000,1342,X
1268,18G1343600,1343,X
1268,18G1343900,1343,X
1268,18G1344600,1344,X
1268,18G1351900,1351,X
1268,18G1351LAS,1351,X
1268,18G1372070,1372,X
1268,18G1372R70,1372,X
1268,18G13990PA,1399,X
1268,18G14000PA,1400,X
1268,18G14191J0,1419,X
1268,18G1419600,1419,X
1268,18G1461000,1461,X
1268,18G1461900,1461,X
1268,18G1479600,1479,X
1268,18G1516000,1516,X
1268,18G1516100,1516,X
1268,18G1517000,1517,X
1268,18G1517100,1517,X
1268,18G1520000,1520,X
1268,18G1520100,1520,X
1268,18G15270PA,1527,X
1268,18G15441C0,1544,X
1268,18G1544600,1544,X
1268,18G1572100,1572,X
1268,18G1572W00,1572,X
1268,18G1573070,1573,X
1268,18G1573R70,1573,X
1268,18G1596070,1596,X
1268,18G1596R70,1596,X
1268,18G1606600,1606,X
1268,18G1609600,1609,X
1268,18G16100PA,1610,X
1268,18G1611000,1611,X
1268,18G1611100,1611,X
1268,18G1612W00,1612,X
1268,18G1658000,1658,X
1268,18G16581C0,1658,X
1268,18G1658600,1658,X
1268,18G1659000,1659,X
1268,18G1676000,1676,X
1268,18G1676600,1676,X
1268,18G17891C0,1789,X
1268,18G1797W00,1797,X
1268,18G1801600,1801,X
1268,18G1802600,1802,X
1268,18G1836000,1836,X
1268,18G1857000,1857,X
1268,18G1857R00,1857,X
1268,18G1860000,1860,X
1268,18G18601J0,1860,X
1268,18G1867000,1867,X
1268,18G18730C0,1873,X
1268,18G18761C0,1876,X
1268,18G1876600,1876,X
1268,18G1877000,1877,X
1268,18G1877600,1877,X
1268,18G1878600,1878,X
1268,18G1879000,1879,X
1268,18G18791C0,1879,X
1268,18G1879600,1879,X
1268,18G1892000,1892,X
1268,18G1892R00,1892,X
1268,18G1893000,1893,X
1268,18G1898000,1898,X
1268,18G1898600,1898,X
1268,18G1902000,1902,X
1268,18G1906000,1906,X
1268,18G1911000,1911,X
1268,18G1934070,1934,X
1268,18G1934R70,1934,X
1268,18G1948000,1948,X
1268,18G1952900,1952,X
1268,18G1962070,1962,X
1268,18G1962T70,1962,X
1268,18G1985000,1985,X
1268,18G19851C0,1985,X
1268,18G1987000,1987,X
1268,18G19871C0,1987,X
1268,18G19871J0,1987,X
1268,18G1987600,1987,X
1268,18G1988000,1988,X
1268,18G19881C0,1988,X
1268,18G1989000,1989,X
1268,18G1991000,1991,X
1268,18G1991070,1991,X
1268,18G19911C0,1991,X
1268,18G2003W00,2003,X
1268,18G2018C00,2018,X
1268,18G2033000,2033,X
1268,18G2123000,2123,X
1268,18G2123100,2123,X
1268,18G2133000,2133,X
1268,18G2134000,2134,X
1268,18G2135000,2135,X
1268,18G2140000,2140,X
1268,18G2141000,2141,X
1268,18G2144000,2144,X
1268,18G2166100,2166,X
1268,18G2172000,2172,X
1268,18G2172800,2172,X
1268,18G2337600,2337,X
1268,18G2338600,2338,X
1268,18G2362600,2362,X
1268,18G2430000,2430,X
1268,18G2430R00,2430,X
1268,18G2444000,2444,X
1268,18G2447000,2447,X
1268,18G2449000,2449,X
1268,18G24490J0,2449,X
1268,18G2452000,2452,X
1268,18G2452R00,2452,X
1268,18G2454000,2454,X
1268,18G2454C00,2454,X
1268,18G2466000,2466,X
1268,18G24661C0,2466,X
1268,18G24851J0,2485,X
1268,18G24861J0,2486,X
1268,18G24960PA,2496,X
1268,18G24961J0,2496,X
1268,18G2527000,2527,X
1268,18G2527070,2527,X
1268,18G2568000,2568,X
1268,18G2569000,2569,X
1268,18G2591600,2591,X
1268,18G2608000,2608,X
1268,18G26081C0,2608,X
1268,18G2608LAS,2608,X
1268,18G2669600,2669,X
1268,18G2676000,2676,X
1268,18G26761J0,2676,X
1268,18G2686000,2686,X
1268,18G2686R00,2686,X
1268,18G2687000,2687,X
1268,18G2687800,2687,X
1268,18G2705000,2705,X
1268,18G27401T0,2740,X
1268,18G27990PA,2799,X
1268,18G27991C0,2799,X
1268,18G2803600,2803,X
1268,18G2845900,2845,X
1268,18G2874600,2874,X
1268,18G2895000,2895,X
1268,18G2895100,2895,X
1268,18G2897000,2897,X
1268,18G2897100,2897,X
1268,18G46101C0,4610,X
1268,18G2913000,2913,X
1268,18G2941000,2941,X
1268,18G2944000,2944,X
1268,18G2952900,2952,X
1268,18G2980W00,2980,X
1268,18G2983000,2983,X
1268,18G29930C8,2993,X
1268,18G2998000,2998,X
