Div.,Article,Sebango,Forced
1268,E4054542XX,4542,X
1268,E4054545XX,4545,X
1268,E40553792X,5379,X
1268,E4055379XX,5379,X
1268,E40569272X,6927,X
1268,E4056927XB,6927,X
1268,E40572592W,7259,X
1268,E4057259XB,7259,X
1268,E40589362X,8936,X
1268,E4058936XB,8936,X
1268,E40591562X,9156,X
1268,E4059156XX,9156,X
1268,E4059159HX,9159,X
1268,E40600802X,0080,X
1268,E4060080XB,0080,X
1268,E4060080XX,0080,X
1268,E40604652X,0465,X
1268,E4060465XB,0465,X
1268,E40610872X,1087,X
1268,E4061087XB,1087,X
1268,E4066171,6171,X
1268,E4070068,0068,X
1268,E4070069,0069,X
1268,E4073225HX,3225,X
1268,E4083938XX,3938,X
1268,PF00714170,7141,X
1268,PF00715270,7152,X
1268,PF08637296,6372,X
1268,PF08637396,6373,X
1268,PF08841796,8417,X
1268,PF08864596,8645,X
1268,PF13304300,3043,X
1268,PF13304500,3045,X
1268,PF13304700,3047,X
1268,PF13309800,3098,X
1268,PF13309900,3099,X
1268,PF13512652,5126,X
1268,PF13513850,5138,X
1268,PF13515655,5156,X
1268,PF135274C4,5274,X
1268,PF13549460,5494,X
1268,PF13604656,6046,X
1268,PF13604657,6046,X
1268,PF136058C1,6058,X
1268,PF13609064,6090,X
1268,PF136142C4,6142,X
1268,PF13614459,6144,X
1268,PF13614464,6144,X
1268,PF136144C1,6144,X
1268,PF136144C3,6144,X
1268,PF13619053,6190,X
1268,PF13619060,6190,X
1268,PF13622860,6228,X
1268,PF13623263,6232,X
1268,PF136234C9,6234,X
1268,PF13623660,6236,X
1268,PF13624062,6240,X
1268,PF136242C4,6242,X
1268,PF13624664,6246,X
1268,PF13625660,6256,X
1268,PF13626063,6260,X
1268,PF13626064,6260,X
1268,PF136272C0,6272,X
1268,PF136272C2,6272,X
1268,PF13627859,6278,X
1268,PF13627864,6278,X
1268,PF13628061,6280,X
1268,PF136282C4,6282,X
1268,PF13628653,6286,X
1268,PF13629062,6290,X
1268,PF13629264,6292,X
1268,PF13630062,6300,X
1268,PF136302C4,6302,X
1268,PF13631464,6314,X
1268,PF180351C0,0351,X
1268,PF18068000,0680,X
1268,PF18084000,0840,X
1268,PF18091000,0910,X
1268,PFG49456C0,9456,X
1268,PF18173099,1730,X
1268,PF18211000,2110,X
1268,PF18388000,3880,X
1268,PF18467000,4670,X
1268,PF18494000,4940,X
1268,PF18533000,5330,X
1268,PF18535000,5350,X
1268,PF18536000,5360,X
1268,PF18537000,5370,X
1268,PF18547000,5470,X
1268,PF18584000,5840,X
1268,PF18607096,6070,X
1268,PF18677796,6777,X
1268,PF18677896,6778,X
1268,PF18677996,6779,X
1268,PF18680596,6805,X
1268,PF18684896,6848,X
1268,PF18685096,6850,X
1268,PF18690696,6906,X
1268,PF186993C6,6993,X
1268,PF18702896,7028,X
1268,PF18703196,7031,X
1268,PF18703496,7034,X
1268,PF18710096,7100,X
1268,PF18710196,7101,X
1268,PF187151C0,7151,X
1268,PF18719596,7195,X
1268,PF18719696,7196,X
1268,PF18719796,7197,X
1268,PF187211C0,7211,X
1268,PF18824000,8240,X
1268,PF18858000,8580,X
1268,PF18859000,8590,X
1268,PF19173000,1730,X
1268,PF19174000,1740,X
1268,PF19175000,1750,X
1268,PF19176000,1760,X
1268,PF20162600,1626,X
1268,PF20163600,1636,X
1268,PF20164600,1646,X
1268,PF20183600,1836,X
1268,PF20192600,1926,X
1268,PF20193600,1936,X
1268,PF20339600,3396,X
1268,PF20371600,3716,X
1268,PF20430600,4306,X
1268,PF20719600,7196,X
1268,PF20725600,7256,X
1268,PF208436C0,8436,X
1268,PF208456C0,8456,X
1268,PF21029600,0296,X
1268,PF21030600,0306,X
1268,PF210696C0,0696,X
1268,PF213086C0,3086,X
1268,PF21371600,3716,X
1268,PF21372600,3726,X
1268,PF21373600,3736,X
1268,PF214466C0,4466,X
1268,PF214476C0,4476,X
1268,PF214486C0,4486,X
1268,PF21464600,4646,X
1268,PF216606C0,6606,X
1268,PF217506C0,7506,X
1268,PF218566C0,8566,X
1268,PF21937600,9376,X
1268,PF21938600,9386,X
1268,PF22093600,0936,X
1268,PF22184600,1846,X
1268,PF22204600,2046,X
1268,PF22260600,2606,X
1268,PF22268600,2686,X
1268,PF22269600,2696,X
1268,PF22270600,2706,X
1268,PF22582600,5826,X
1268,PF23016600,0166,X
1268,PF230906C0,0906,X
1268,PF230916C0,0916,X
1268,PF230936C0,0936,X
1268,PF23152600,1526,X
1268,PF23153600,1536,X
1268,PF23155600,1556,X
1268,PF23222600,2226,X
1268,PF23347600,3476,X
1268,PF23348600,3486,X
1268,PF235326C0,5326,X
1268,PF235336C0,5336,X
1268,PF235346C0,5346,X
1268,PF235566C0,5566,X
1268,PF235576C0,5576,X
1268,PF235586C0,5586,X
1268,PF23619600,6196,X
1268,PF23770600,7706,X
1268,PF23772600,7726,X
1268,PF23801600,8016,X
1268,PF23802600,8026,X
1268,PF23824600,8246,X
1268,PF23826600,8266,X
1268,PF241526C0,1526,X
1268,PF241536C0,1536,X
1268,PF241546C0,1546,X
1268,PF24168600,1686,X
1268,PF24286600,2866,X
1268,PF24287600,2876,X
1268,PF24358600,3586,X
1268,PF24359600,3596,X
1268,PF24360600,3606,X
1268,PF24383600,3836,X
1268,PF24384600,3846,X
1268,PF24794600,7946,X
1268,PF24795600,7956,X
1268,PF24890600,8906,X
1268,PF250156C2,0156,X
1268,PF25021640,0216,X
1268,PF25022640,0226,X
1268,PF250236C0,0236,X
1268,PF250256C0,0256,X
1268,PF25028640,0286,X
1268,PF250296C2,0296,X
1268,PF25037641,0376,X
1268,PF25040628,0406,X
1268,PF250520C0,0520,X
1268,PF251001C0,1001,X
1268,PF253971C0,3971,X
1268,PF25578000,5780,X
1268,PF25588000,5880,X
1268,PF256891C0,6891,X
1268,PF257251C0,7251,X
1268,PF25729000,7290,X
1268,PF271466C0,1466,X
1268,PF27160600,1606,X
1268,PF27166600,1666,X
1268,PF272136C0,2136,X
1268,PF27330600,3306,X
1268,PF27346600,3466,X
1268,PF27368600,3686,X
1268,PF27534600,5346,X
1268,PF27732600,7326,X
1268,PF27733600,7336,X
1268,PF27898600,8986,X
1268,PF27899600,8996,X
1268,PF28241600,2416,X
1268,PF28242600,2426,X
1268,PF283576C0,3576,X
1268,PF284496C0,4496,X
1268,PF286596C0,6596,X
1268,PF28950600,9506,X
1268,PF29200600,2006,X
1268,PF29201600,2016,X
1268,PF29305600,3056,X
1268,PF29306600,3066,X
1268,PF29307600,3076,X
1268,PF294736C0,4736,X
1268,PF294806C0,4806,X
1268,PF29530600,5306,X
1268,PF29531600,5316,X
1268,PF29532600,5326,X
1268,PF296136C0,6136,X
1268,PF299036C0,9036,X
1268,PF299106C0,9106,X
1268,PF299116C0,9116,X
1268,PF299766C0,9766,X
1268,PF37713700,7137,X
1268,PF4000846C,0084,X
1268,PF4000856C,0085,X
1268,PF4000896C,0089,X
1268,PF40048060,0480,X
1268,PF40048160,0481,X
1268,PF4006666C,0666,X
1268,PF4006676C,0667,X
1268,PF40123260,1232,X
1268,PF40195260,1952,X
1268,PF4019796C,1979,X
1268,PF4019806C,1980,X
1268,PF40261260,2612,X
1268,PF40261460,2614,X
1268,PF40287060,2870,X
1268,PF40287360,2873,X
1268,PF40302560,3025,X
1268,PF40304460,3044,X
1268,PF40304560,3045,X
1268,PF4036576C,3657,X
1268,PF4036656C,3665,X
1268,PF4037606C,3760,X
1268,PF4037756C,3775,X
1268,PF40382760,3827,X
1268,PF40382860,3828,X
1268,PF40422460,4224,X
1268,PF4049406C,4940,X
1268,PF4049416C,4941,X
1268,PF4049426C,4942,X
1268,PF4049486C,4948,X
1268,PF4049496C,4949,X
1268,PF40588460,5884,X
1268,PF40620760,6207,X
1268,PF40684160,6841,X
1268,PF88192000,1920,X
1268,PF88343600,3436,X
1268,PF88344600,3446,X
1268,PF88345600,3456,X
1268,PF88360600,3606,X
1268,PF88701600,7016,X
1268,PF88702600,7026,X
1268,PF887366C0,7366,X
1268,PF88820600,8206,X
1268,PF88821600,8216,X
1268,PF96901600,9016,X
1268,PFD0487600,4876,X
1268,PFD0501600,5016,X
1268,PFD26696C0,6696,X
1268,PFD26706C0,6706,X
1268,PFG0095600,0956,X
1268,PFG01076C0,1076,X
1268,PFG0367600,3676,X
1268,PFG0819600,8196,X
1268,PFG0820600,8206,X
1268,PFG09786C0,9786,X
1268,PFG09796C0,9796,X
1268,PFG10276C0,0276,X
1268,PFG10516C0,0516,X
1268,PFG10536C0,0536,X
1268,PFG1419600,4196,X
1268,PFG1479600,4796,X
1268,PFG16066C0,6066,X
1268,PFG16096C0,6096,X
1268,PFG18016C0,8016,X
1268,PFG18026C0,8026,X
1268,PFG1876600,8766,X
1268,PFG1877600,8776,X
1268,PFG1878600,8786,X
1268,PFG18986C0,8986,X
1268,PFG19876C0,9876,X
1268,PFG23376C0,3376,X
1268,PFG23386C0,3386,X
1268,PFG23626C0,3626,X
1268,PFG25916C0,5916,X
1268,PFG26696C0,6696,X
1268,PFG28036C0,8036,X
1268,PFG2874600,8746,X
1268,PFG30806C0,0806,X
1268,PFG34736C0,4736,X
1268,PFG34876C0,4876,X
1268,PFG36466C0,6466,X
1268,PFG36566C0,6566,X
1268,PFG43116C0,3116,X
1268,PFG43196C0,3196,X
1268,PFG43626C0,3626,X
1268,PFG48066C0,8066,X
1268,PFG48076C0,8076,X
1268,PFG48106C0,8106,X
1268,PFG48176C0,8176,X
1268,PFG48186C0,8186,X
1268,PFG48206C0,8206,X
1268,PFG48456C0,8456,X
1268,PFG48466C0,8466,X
1268,PFG48526C0,8526,X
1268,PFG51306C0,1306,X
1268,PFG51336C0,1336,X
1268,PFG51356C0,1356,X
1268,PFG5714600,7146,X
1268,PFG57156C0,7156,X
1268,PFG5759600,7596,X
1268,PFG58556C0,8556,X
1268,PFG58566C0,8566,X
1268,PFG5863600,8636,X
1268,PFG5864600,8646,X
1268,PFG5901600,9016,X
1268,PFG5902600,9026,X
1268,PFG6082600,0826,X
1268,PFG6359600,3596,X
1268,PFG6360600,3606,X
1268,PFG6361600,3616,X
1268,PFG6418600,4186,X
1268,PFG6419600,4196,X
1268,PFG6426600,4266,X
1268,PFG6427600,4276,X
1268,PFG6534600,5346,X
1268,PFG65436C0,5436,X
1268,PFG6622600,6226,X
1268,PFG67936C0,7936,X
1268,PFG67946C0,7946,X
1268,T137049300,0493,X
1268,T137713700,7137,X
1268,T300714100,7141,X
1268,T300714170,7141,X
1268,T3007141C0,7141,X
1268,T313810100,8101,X
1268,T515464700,4647,X
1268,X576415180,4151,X
1268,31403627M0,0362,
1268,2143823HXX,3823,
1268,2262888TXX,2888,
1268,1883252000,3252,
1268,1925136AXX,5136,
1268,1721550DXX,1550,
1268,2222481XXX,2481,
1268,2220802XXX,0802,
1268,2091930XXX,1930,
1268,1274709TXX,4709,
1268,2190392AXX,0392,
1268,1883097RXX,3097,
1268,1059489C00,9489,
1268,1998794XXX,8794,
1268,2001174XXX,1174,
1268,2063823AXX,3823,
1268,2055247AXX,5247,
1268,2044376MXX,4376,
1268,2072412XXX,2412,
1268,2040621XXX,0621,
1268,1174097RXX,4097,
1268,2061472AXX,1472,
1268,3110016910,0016,
1268,1975534XXX,5534,
1268,2049238XXX,9238,
1268,1927241XXX,7241,
1268,1883165000,3165,
1268,2100673RXX,0673,
1268,2357309XXX,7309,
1268,1985238CXX,5238,
1268,3140101670,0101,
1268,3140070770,0070,
1268,2126691XXX,6691,
1268,1963189XXX,3189,
1268,1311133CXX,1133,
1268,31400935CX,0093,
1268,2092644XXX,2644,
1268,2091826XXX,1826,
1268,1935953AXX,5953,
1268,2145627AXX,5627,
1268,1223608EXX,3608,
1268,1988309LXX,8309,
1268,2121409KXX,1409,
1268,2182712HXX,2712,
1268,2122315HXX,2315,
1268,2190964XXX,0964,
1268,2194792HXX,4792,
1268,2009869CXX,9869,
1268,2166908XXX,6908,
1268,2287648XXX,7648,
1268,1993107KXX,3107,
1268,2081366XXX,1366,
1268,SS18605000,8605,
1268,SS19154000,9154,
1268,TUBELADA2,ELAD,
1268,TUBELADA5-60,ELAD,
1268,1906839TXX,6839,
1268,1810142XXX,0142,
1268,E4029748T0,2974,
1268,1938848AXX,8848,
1268,1751163RXX,1163,
1268,31410223LA,1022,
1268,1641553AXX,1553,
1268,1772624HXX,2624,
1268,1375739,5739,
1268,1916771AXX,6771,
1268,1916049XXX,6049,
1268,1971985AXX,1985,
1268,1720415XXX,0415,
1268,1719389XXX,9389,
1268,1834159XXX,4159,
1268,1804215AXX,4215,
1268,3140960800,0960,
1268,1635830XXX,5830,
1268,3140312600,0312,
1268,1862509XXX,2509,
1268,1990061AXX,0061,
1268,1993200XXX,3200,
1268,2013263XXX,3263,
1268,1883144TXX,3144,
1268,31403814KX,0381,
1268,31404186B1,0418,
1268,31405014J0,0501,
1268,31407750B2,0775,
1268,31410186LA,1018,
1268,31411413C0,1141,
1268,E4055504T0,5550,
1268,E4059362XX,5936,
1268,E4060082HX,6008,
1268,E4060729AX,6072,
1268,E4068611MA,6861,
1268,E4073229KX,7322,
1268,E407453500,7453,
1268,E408397310,8397,
1268,18G6236099,6236,
1268,1682840CXX,2840,
1268,31306081J0,0608,
1268,31401511B1,0151,
1268,18G4890C00,4890,
1268,18G5840990,5840,
1268,1845355XXX,5355,
1268,1876512XXX,6512,
1268,1881165HXX,1165,
1268,18896851V0,9685,
1268,18897081V0,9708,
1268,18G1876900,1876,
1268,18G3455900,3455,
1268,1720583AXX,0583,
1268,1721551AXX,1551,
1268,1725453HXX,5453,
1268,1744766XXX,4766,
1268,1761812AXX,1812,
1268,1772264XXX,2264,
1268,1782635XXX,2635,
1268,1784731XXX,4731,
1268,1791136XXX,1136,
1268,1818209C00,8209,
1268,18191701J0,9170,
1268,18206040RP,0604,
1268,18212990RP,1299,
1268,18213740RP,1374,
1268,18217490RP,1749,
1268,18235530RP,3553,
1268,18241550RP,4155,
1268,1844082AXX,4082,
1268,1844090AXX,4090,
1268,1354708XXX,4708,
1268,1383263JXX,3263,
1268,1386491KXX,6491,
1268,1387577XXX,7577,
1268,1394097RXX,4097,
1268,1394123XXX,4123,
1268,1400002XXX,0002,
1268,1413781AXX,3781,
1268,1417713XXX,7713,
1268,1421878BXX,1878,
1268,1450041YXX,0041,
1268,1464385HXX,4385,
1268,1464572BXX,4572,
1268,1476472XXX,6472,
1268,1480155XXX,0155,
1268,1481999XXX,1999,
1268,1486970XXX,6970,
1268,1497861T00,7861,
1268,1509948AXX,9948,
1268,1512313AXX,2313,
1268,1514761HXX,4761,
1268,1523532HXX,3532,
1268,1533328XXX,3328,
1268,1533342CXX,3342,
1268,1533348XXX,3348,
1268,1533450XXX,3450,
1268,1548808XXX,8808,
1268,1549815HXX,9815,
1268,1557337XXX,7337,
1268,1587575XXX,7575,
1268,1598344XXX,8344,
1268,1601879XXX,1879,
1268,1619051AXX,9051,
1268,1620764XXX,0764,
1268,1620932HXX,0932,
1268,1642160XXC,2160,
1268,1651498HXX,1498,
1268,1656202XXX,6202,
1268,1656740AXX,6740,
1268,1707093XXX,7093,
1268,1708874HXX,8874,
1268,11062XX,62XX,
1268,1112588XXX,2588,
1268,1120574YXX,0574,
1268,1123959AXX,3959,
1268,1136574T00,6574,
1268,1138890XXX,8890,
1268,1141670RXX,1670,
1268,1141672XXX,1672,
1268,1142183XXX,2183,
1268,1149624XXX,9624,
1268,1158671YXX,8671,
1268,1162880RXX,2880,
1268,1163448XXX,3448,
1268,1172946AXX,2946,
1268,1172949REC,2949,
1268,1172966XXX,2966,
1268,1175784AXX,5784,
1268,1180000RXX,0000,
1268,11874XXX,74XX,
1268,1233363HXX,3363,
1268,1233371HXX,3371,
1268,1201695XXX,1695,
1268,1215807RXX,5807,
1268,1241112XXX,1112,
1268,1253942T00,3942,
1268,1271036AXX,1036,
1268,1271050HXX,1050,
1268,1285932AXX,5932,
1268,1296165XXX,6165,
1268,1883269000,3269,
1268,1320554FXX,0554,
1268,1320554KXX,0554,
1268,1330732JXX,0732,
1268,1338385RXX,8385,
1268,1339443MXX,9443,
1268,1348295XXX,8295,
1268,3141171860,1171,
1268,3141175420,1175,
1268,9674320280,4320,
1268,2190483XXX,0483,
1268,1000690XXX,0690,
1268,1002924XXX,2924,
1268,10065381XX,6538,
1268,1015472CXX,5472,
1268,1018558XXX,8558,
1268,1019180JXX,9180,
1268,1020938YXX,0938,
1268,1028500WXX,8500,
1268,1056518XXX,6518,
1268,1057739XXX,7739,
1268,1059332XXX,9332,
1268,1059492CXX,9492,
1268,10602030XX,0203,
1268,10602041XX,0204,
1268,1060316XXX,0316,
1268,1085779JXX,5779,
1268,1087056XXX,7056,
1268,1087209JXX,7209,
1268,1089345XXX,9345,
1268,1095442AXX,5442,
1268,1095442X00,5442,
1268,1096331RXX,6331,
1268,1097514XXX,7514,
1268,1097580HXX,7580,
1268,1097841XXX,7841,
1268,1098273XXX,8273,
1268,1098885AXX,8885,
1268,1099247HXX,9247,
1268,1104792AXX,4792,
1268,3140724290,0724,
1268,2162718XXX,2718,
1268,3140930190,0930,
1268,3141063580,1063,
1268,3141073690,1073,
1268,3141123810,1123,
1268,3141133600,1133,
1268,3141135200,1135,
1268,3140304500,0304,
1268,3140365910,0365,
1268,3140493810,0493,
1268,3140494410,0494,
1268,3140495110,0495,
1268,3140504380,0504,
1268,3140504399,0504,
1268,1889699000,9699,
1268,3140067170,0067,
1268,1882896000,2896,
1268,1882920000,2920,
1268,1882940000,2940,
1268,1882952000,2952,
1268,1882969000,2969,
1268,1882980000,2980,
1268,1882992000,2992,
1268,1883013000,3013,
1268,1883048000,3048,
1268,1883061000,3061,
1268,1883073000,3073,
1268,1883088000,3088,
1268,1883503000,3503,
1268,1883538000,3538,
1268,1883730000,3730,
1268,1885117000,5117,
1268,1821968000,1968,
1268,1823152090,3152,
1268,1825188600,5188,
1268,1828241090,8241,
1268,3141086900,1086,
1268,3141092000,1092,
1268,151385100,3851,
1268,1108895190,8895,
1268,2150230MXX,0230,
1268,2085390XXX,5390,
1268,1709847CXX,9847,
1268,31401627CX,0162,
1268,1390942X70,0942,
1268,2016576XXX,6576,
1268,98106909EX,0690,
1268,1934713EXX,4713,
1268,2121743AXX,1743,
1268,1883181000,3181,
1268,1279349DXX,9349,
1268,2092644BXX,2644,
1268,1534156AXX,4156,
1268,1997399KXX,7399,
1268,1962231KXX,2231,
1268,2126472HXX,6472,
1268,2110947HXX,0947,
1268,2223141HXX,3141,
1268,2221624XXX,1624,
1268,2267093HXX,7093,
1268,2120580RXX,0580,
1268,2190370HXX,0370,
1268,2185157XXX,5157,
1268,2053395XXX,3395,
1268,2316515AXX,6515,
1268,2243408XXX,3408,
1268,1945089XXX,5089,
1268,2226919XXX,6919,
1268,2220854XXX,0854,
1268,1822231XXX,2231,
1268,1890284000,0284,
1268,1890278001,0278,
1268,2038998AXX,8998,
1268,2143828AXX,3828,
1268,2354972XXX,4972,
1268,1823953RXX,3953,
1268,1697552XXX,7552,
1268,1901129XXX,1129,
1268,1883121000,3121,
1268,1731025AXX,1025,
1268,1412126,2126,
1268,1718824XXX,8824,
1268,1916044XXX,6044,
1268,18G28451C0,2845,
1268,1789921XXX,9921,
1268,1883133000,3133,
1268,31405745C0,0574,
1268,1933149XXX,3149,
1268,2015331XXX,5331,
1268,31407516C0,0751,
1268,1992622XXX,2622,
1268,2030033TXX,0033,
1268,2030125TXX,0125,
1268,1758547AXX,8547,
1268,1988467XXX,8467,
1268,1978388XXX,8388,
1268,1883153000,3153,
1268,2005599HXX,5599,
1268,2005102AXX,5102,
1268,1998088AXX,8088,
1268,1994923TXX,4923,
1268,1888917C00,8917,
1268,18G6533C00,6533,
1268,18L0327C00,0327,
1268,2029875XXX,9875,
1268,18G1604C00,1604,
1268,1334166XXX,4166,
1268,1720657MXX,0657,
1268,2040621BXX,0621,
1268,20570017XXX,7001,
1268,18G2454X70,2454,
1268,3140437170,0437,
1268,18G0494X70,0494,
1268,2009888HXX,9888,
1268,2086015XXX,6015,
1268,314106371C,1063,
1268,96536188XX,3618,
1268,E40386282X,3862,
1268,E4044147T0,4414,
1268,E4056677XX,5667,
1268,E405792800,5792,
1268,E4059362HX,5936,
1268,E4060082XX,6008,
1268,E4060900XX,6090,
1268,KTADV4BOSA,DV4B,
1268,SS18757000,8757,
1268,TUBELADA-60,ELAD,
1268,1885121000,5121,
1268,1339538T00,9538,
1268,1934678XXX,4678,
1268,1718952XXX,8952,
1268,1992370KXX,2370,
1268,31401428RP,0142,
1268,31403265LA,0326,
1268,31405011B1,0501,
1268,31409652R0,0965,
1268,31409881R0,0988,
1268,31410070PA,1007,
1268,314106351V,1063,
1268,18G5840900,5840,
1268,18G6065900,6065,
1268,1870205RXX,0205,
1268,18888150RP,8815,
1268,18896281V0,9628,
1268,18896881V0,9688,
1268,18898581V0,9858,
1268,18901461V0,0146,
1268,1895752AXX,5752,
1268,18D2352900,2352,
1268,18G2167000,2167,
1268,18G2796T00,2796,
1268,1538442XXX,8442,
1268,1550205XXX,0205,
1268,1560439AXX,0439,
1268,1597220XXX,7220,
1268,1611982XXX,1982,
1268,1615468BXX,5468,
1268,1620766HXX,0766,
1268,1621003XXX,1003,
1268,1623879VXX,3879,
1268,1624097HXX,4097,
1268,1624098XXX,4098,
1268,1653830XXX,3830,
1268,1655551HXX,5551,
1268,1673914XXX,3914,
1268,1675796AXX,5796,
1268,1684978XXX,4978,
1268,1700404TXX,0404,
1268,1715699XXX,5699,
1268,1719844XXX,9844,
1268,1720411AXX,0411,
1268,1720421RXX,0421,
1268,1767220AXX,7220,
1268,1781745KXX,1745,
1268,1788150HXX,8150,
1268,18189581J0,8958,
1268,1820231XXX,0231,
1268,18246520RP,4652,
1268,1175950XXX,5950,
1268,1192556AXX,2556,
1268,1883264000,3264,
1268,12496271XX,9627,
1268,1271052XXX,1052,
1268,1276883HXX,6883,
1268,1276887KXX,6887,
1268,1277102HXX,7102,
1268,1277110HXX,7110,
1268,1277124XXX,7124,
1268,1279735XXX,9735,
1268,2184487XXX,4487,
1268,1282380XXB,2380,
1268,1282380XXX,2380,
1268,1283401RXX,3401,
1268,1296153XXX,6153,
1268,1330590FXX,0590,
1268,1330590KXX,0590,
1268,1486488XXX,6488,
1268,1381007BXX,1007,
1268,13872053XX,7205,
1268,1387577BXX,7577,
1268,1393700AXX,3700,
1268,2119100XXX,9100,
1268,2280416XXX,0416,
1268,1421878XXX,1878,
1268,1463143JXX,3143,
1268,1464572XXX,4572,
1268,1476456XXX,6456,
1268,1481986XXX,1986,
1268,1485577XXX,5577,
1268,1488862VXX,8862,
1268,1495555RXX,5555,
1268,1507179HXX,7179,
1268,1507179X10,7179,
1268,1509945AXX,9945,
1268,15099731XX,9973,
1268,1533325XXX,3325,
1268,1533347RXX,3347,
1268,1081761R00,1761,
1268,1085778XXX,5778,
1268,1089393AXX,9393,
1268,1092271RXX,2271,
1268,1094191YXX,4191,
1268,1097296LAS,7296,
1268,10974ST,74ST,
1268,1097514BXX,7514,
1268,1098893XXX,8893,
1268,1099245XXX,9245,
1268,1102286XXX,2286,
1268,1104055AXX,4055,
1268,1106622RXX,6622,
1268,1112210PNT,2210,
1268,1112585XXX,2585,
1268,1120015AXX,0015,
1268,1120625ZZZ,0625,
1268,1131652XXX,1652,
1268,1138922AXX,8922,
1268,11405XX,05XX,
1268,11433ST,33ST,
1268,11474XX,74XX,
1268,1155789XXX,5789,
1268,1158272HXX,8272,
1268,1158669XXX,8669,
1268,1165068RXX,5068,
1268,1174729AXX,4729,
1268,1175792XXX,5792,
1268,3140914270,0914,
1268,3140972260,0972,
1268,3141005500,1005,
1268,3141073600,1073,
1268,3141133690,1133,
1268,3141153870,1153,
1268,1217586AXX,7586,
1268,1224112XXX,4112,
1268,2156016AXX,6016,
1268,9677419980,7419,
1268,9804142580,4142,
1268,2171925XXX,1925,
1268,2190475XXX,0475,
1268,10065351XX,6535,
1268,1008457HXX,8457,
1268,1010634XXX,0634,
1268,1013629X10,3629,
1268,1019181XXX,9181,
1268,1056535AXX,6535,
1268,1058614XXX,8614,
1268,10593121XX,9312,
1268,1070974RXX,0974,
1268,1071426SXX,1426,
1268,1074714XXX,4714,
1268,1075133XXX,5133,
1268,1081049XXX,1049,
1268,3140393000,0393,
1268,3140765099,0765,
1268,3140814699,0814,
1268,3140832800,0832,
1268,3140842200,0842,
1268,3140093590,0093,
1268,3140251900,0251,
1268,3140256800,0256,
1268,3140302599,0302,
1268,1882902900,2902,
1268,1882904000,2904,
1268,1882916000,2916,
1268,1882964000,2964,
1268,1883025000,3025,
1268,1883037000,3037,
1268,1883045000,3045,
1268,1883057000,3057,
1268,1883097000,3097,
1268,1883108000,3108,
1268,1889511000,9511,
1268,2257015XXX,7015,
1268,1824146900,4146,
1268,3141092090,1092,
1268,1819012000,9012,
1268,1890285000,0285,
1268,2297789UXX,7789,
1268,2143832XXX,3832,
1268,2262628AXX,2628,
1268,2120583XXX,0583,
1268,2101048XXX,1048,
1268,1927242HXX,7242,
1268,1794147HXX,4147,
1268,3140703670,0703,
1268,3140703771,0703,
1268,18G0666X70,0666,
1268,3140087770,0087,
1268,2009889HXX,9889,
1268,18G0741CXX,0741,
1268,18G2983CXX,2983,
1268,3140423070,0423,
1268,1955427XXX,5427,
1268,98040956EX,4095,
1268,2080767KXX,0767,
1268,2016577XXX,6577,
1268,2166829XXX,6829,
1268,1810557BXX,0557,
1268,1997713HXX,7713,
1268,E4065853XX,6585,
1268,2030779HXX,0779,
1268,2067485AXX,7485,
1268,2221628BXX,1628,
1268,2190371HXX,0371,
1268,2185156XXX,5156,
1268,2053394XXX,3394,
1268,2086162XXX,6162,
1268,2221625XXX,1625,
1268,1490458CXX,0458,
1268,2241190XXX,1190,
1268,2292366XXX,2366,
1268,2316514AXX,6514,
1268,2243420XXX,3420,
1268,2243396MXX,3396,
1268,1945088XXX,5088,
1268,1946324XXX,6324,
1268,2220813HXX,0813,
1268,2191406XXX,1406,
1268,1806386AXX,6386,
1268,1201697T00,1697,
1268,1901133AXX,1133,
1268,1883120000,3120,
1268,1934996XXX,4996,
1268,1916800XXX,6800,
1268,1895807XXX,5807,
1268,9815448880,5448,
1268,1990064XXX,0064,
1268,18G1050C00,1050,
1268,1933148XXX,3148,
1268,1088161AXX,8161,
1268,2030124TXX,0124,
1268,E407257100,7257,
1268,1978389XXX,8389,
1268,1088161X00,8161,
1268,1883152000,3152,
1268,1883156017,3156,
1268,1998647AXX,8647,
1268,1998764TXX,8764,
1268,1641388RXX,1388,
1268,18901471V0,0147,
1268,2061477XXX,1477,
1268,2044433VXX,4433,
1268,1015465C00,5465,
1268,11181373C0,8137,
1268,1794148XXX,4148,
1268,2042386AXX,2386,
1268,1496450RXX,6450,
1268,2048317MXX,8317,
1268,1707170RXX,7170,
1268,31407263B2,0726,
1268,31407705J0,0770,
1268,31408255B2,0825,
1268,31411336J0,1133,
1268,31411698V0,1169,
1268,31411785R0,1178,
1268,E4053804T0,5380,
1268,E40553793X,5537,
1268,E40571392W,5713,
1268,E405931500,5931,
1268,E4059655R0,5965,
1268,E40600803X,6008,
1268,E4060087XX,6008,
1268,E4060379XX,6037,
1268,E4062491,6249,
1268,E4072237LA,7223,
1268,E4078112R0,7811,
1268,E408375600,8375,
1268,GEN2,2,
1268,18G6509C00,6509,
1268,18G6618900,6618,
1268,1905507XXX,5507,
1268,1906840XXX,6840,
1268,2107629HXX,7629,
1268,31402344B2,0234,
1268,31402568C0,0256,
1268,31403972LA,0397,
1268,31405043B0,0504,
1268,18G47261T0,4726,
1268,18G4773C00,4773,
1268,18G48010RP,4801,
1268,18898591V0,9859,
1268,18D0997900,0997,
1268,18G1544090,1544,
